Team_A,Team_B,Team_A_Win_Prob,Draw_Prob,Team_B_Win_Prob
Jordan,Curacao,0.4501,0.3279,0.222
Jordan,Czechia,0.4378,0.3304,0.2318
Jordan,Ecuador,0.3283,0.3415,0.3303
Jordan,Egypt,0.1551,0.3011,0.5437
Jordan,England,0.021,0.1379,0.8411
Jordan,France,0.0094,0.0952,0.8954
Jordan,Germany,0.0115,0.1047,0.8838
Jordan,Ghana,0.5094,0.3124,0.1782
Jordan,Haiti,0.4062,0.3358,0.258
Jordan,Iran,0.3731,0.3396,0.2873
Jordan,Iraq,0.5898,0.2835,0.1267
Jordan,Japan,0.1244,0.2818,0.5938
Jordan,Mexico,0.076,0.237,0.687
Jordan,Morocco,0.07,0.2296,0.7004
Jordan,Netherlands,0.023,0.1435,0.8335
Jordan,New Zealand,0.1293,0.2854,0.5853
Jordan,Norway,0.0432,0.1889,0.7679
Jordan,Panama,0.6163,0.272,0.1116
Jordan,Paraguay,0.6943,0.233,0.0727
Jordan,Portugal,0.0766,0.2377,0.6856
Jordan,Qatar,0.5304,0.3057,0.1639
Jordan,Saudi Arabia,0.376,0.3394,0.2846
Jordan,Scotland,0.3802,0.339,0.2809
Jordan,Senegal,0.0155,0.12,0.8645
Jordan,South Africa,0.3477,0.3412,0.3111
Jordan,South Korea,0.337,0.3414,0.3216
Jordan,Spain,0.0475,0.1965,0.756
Jordan,Sweden,0.1405,0.2927,0.5668
Jordan,Switzerland,0.0856,0.2477,0.6667
Jordan,Tunisia,0.4875,0.3187,0.1938
Jordan,Turkey,0.4367,0.3305,0.2328
Jordan,United States,0.1103,0.2709,0.6188
Jordan,Uruguay,0.2116,0.3248,0.4636
Jordan,Uzbekistan,0.5256,0.3073,0.1671
Mexico,Algeria,0.4289,0.3321,0.239
Mexico,Argentina,0.0544,0.2079,0.7376
Mexico,Australia,0.6758,0.243,0.0812
Mexico,Austria,0.5662,0.2929,0.1409
Mexico,Belgium,0.2112,0.3247,0.4641
Mexico,Bosnia and Herzegovina,0.6671,0.2475,0.0854
Mexico,Brazil,0.1471,0.2968,0.5561
Mexico,Cabo Verde,0.5351,0.3042,0.1607
Mexico,Canada,0.4186,0.3339,0.2475
Mexico,Colombia,0.5395,0.3027,0.1578
Mexico,Congo DR,0.6229,0.269,0.108
Mexico,Croatia,0.4091,0.3354,0.2556
Mexico,Curacao,0.7711,0.1869,0.0421
Mexico,Czechia,0.7635,0.1917,0.0447
Mexico,Ecuador,0.6861,0.2375,0.0764
Mexico,Egypt,0.4917,0.3176,0.1907
Mexico,England,0.1313,0.2868,0.5819
Mexico,France,0.0671,0.226,0.7069
Mexico,Germany,0.0799,0.2416,0.6785
Mexico,Ghana,0.8047,0.1642,0.0311
Mexico,Haiti,0.7433,0.2044,0.0523
Mexico,Iran,0.7205,0.2181,0.0614
Mexico,Iraq,0.8448,0.1351,0.0201
Mexico,Japan,0.4382,0.3303,0.2315
Mexico,Jordan,0.6869,0.237,0.076
Mexico,Morocco,0.3126,0.3412,0.3462
Mexico,Netherlands,0.141,0.293,0.566
Mexico,New Zealand,0.4474,0.3285,0.2241
Mexico,Norway,0.2262,0.329,0.4448
Mexico,Panama,0.857,0.1258,0.0172
Mexico,Paraguay,0.8903,0.0994,0.0103
Mexico,Portugal,0.3309,0.3415,0.3276
Mexico,Qatar,0.8157,0.1564,0.0279
Mexico,Saudi Arabia,0.7225,0.217,0.0605
Mexico,Scotland,0.7255,0.2152,0.0593
Mexico,Senegal,0.1025,0.2643,0.6332
Mexico,South Africa,0.7015,0.229,0.0695
Mexico,South Korea,0.6932,0.2336,0.0732
Mexico,Spain,0.2417,0.3327,0.4256
Mexico,Sweden,0.4675,0.3239,0.2086
Mexico,Switzerland,0.354,0.3409,0.3051
Mexico,Tunisia,0.7927,0.1724,0.0349
Mexico,Turkey,0.7629,0.1921,0.045
Mexico,United States,0.4103,0.3351,0.2546
Mexico,Uruguay,0.5704,0.2913,0.1383
Mexico,Uzbekistan,0.8132,0.1582,0.0286
Morocco,Algeria,0.4467,0.3286,0.2247
Morocco,Argentina,0.0593,0.2152,0.7255
Morocco,Australia,0.6896,0.2356,0.0748
Morocco,Austria,0.5827,0.2864,0.1309
Morocco,Belgium,0.2249,0.3286,0.4464
Morocco,Bosnia and Herzegovina,0.6812,0.2401,0.0787
Morocco,Brazil,0.158,0.3028,0.5393
Morocco,Cabo Verde,0.5521,0.2982,0.1497
Morocco,Canada,0.4364,0.3306,0.233
Morocco,Colombia,0.5564,0.2966,0.147
Morocco,Congo DR,0.6382,0.2619,0.0999
Morocco,Croatia,0.4268,0.3324,0.2408
Morocco,Curacao,0.7816,0.1799,0.0385
Morocco,Czechia,0.7743,0.1847,0.041
Morocco,Ecuador,0.6996,0.23,0.0703
Morocco,Egypt,0.5092,0.3125,0.1783
Morocco,England,0.1413,0.2932,0.5655
Morocco,France,0.0729,0.2333,0.6938
Morocco,Germany,0.0867,0.2489,0.6644
Morocco,Ghana,0.8138,0.1577,0.0284
Morocco,Haiti,0.7549,0.1972,0.0479
Morocco,Iran,0.7328,0.2108,0.0564
Morocco,Iraq,0.8522,0.1295,0.0183
Morocco,Japan,0.456,0.3265,0.2175
Morocco,Jordan,0.7004,0.2296,0.07
Morocco,Mexico,0.3462,0.3412,0.3126
Morocco,Netherlands,0.1515,0.2991,0.5493
Morocco,New Zealand,0.4652,0.3245,0.2104
Morocco,Norway,0.2405,0.3324,0.4271
Morocco,Panama,0.8639,0.1205,0.0156
Morocco,Paraguay,0.8956,0.095,0.0094
Morocco,Portugal,0.3479,0.3411,0.311
Morocco,Qatar,0.8244,0.1502,0.0255
Morocco,Saudi Arabia,0.7348,0.2096,0.0556
Morocco,Scotland,0.7377,0.2079,0.0545
Morocco,Senegal,0.1108,0.2714,0.6179
Morocco,South Africa,0.7145,0.2216,0.0639
Morocco,South Korea,0.7065,0.2262,0.0673
Morocco,Spain,0.2566,0.3355,0.408
Morocco,Sweden,0.4852,0.3193,0.1955
Morocco,Switzerland,0.3713,0.3397,0.289
Morocco,Tunisia,0.8024,0.1658,0.0319
Morocco,Turkey,0.7737,0.1851,0.0412
Morocco,United States,0.428,0.3321,0.2399
Morocco,Uruguay,0.5868,0.2847,0.1285
Morocco,Uzbekistan,0.822,0.1519,0.0261
Netherlands,Algeria,0.6556,0.2534,0.091
Netherlands,Argentina,0.1592,0.3035,0.5373
Netherlands,Australia,0.8268,0.1484,0.0248
Netherlands,Austria,0.7574,0.1956,0.047
Netherlands,Belgium,0.4319,0.3316,0.2365
Netherlands,Bosnia and Herzegovina,0.8216,0.1522,0.0262
Netherlands,Brazil,0.3391,0.3415,0.3194
Netherlands,Cabo Verde,0.7361,0.2089,0.0551
Netherlands,Canada,0.6471,0.2576,0.0953
Netherlands,Colombia,0.7391,0.207,0.053900000000000003
Netherlands,Congo DR,0.7944,0.1713,0.0343
Netherlands,Croatia,0.639,0.2615,0.0995
Netherlands,Curacao,0.8814,0.1066,0.012
Netherlands,Czechia,0.8772,0.11,0.0128
Netherlands,Ecuador,0.833,0.1439,0.0231
Netherlands,Egypt,0.7047,0.2272,0.0681
Netherlands,England,0.313,0.3413,0.3457
Netherlands,France,0.1885,0.3168,0.4947
Netherlands,Germany,0.2163,0.3263,0.4574
Netherlands,Ghana,0.8997,0.0916,0.0087
Netherlands,Haiti,0.866,0.1189,0.0152
Netherlands,Iran,0.853,0.1289,0.0181
Netherlands,Iraq,0.921,0.0735,0.0055
Netherlands,Japan,0.6632,0.2495,0.0873
Netherlands,Jordan,0.8335,0.1436,0.023
Netherlands,Mexico,0.566,0.293,0.141
Netherlands,Morocco,0.5492,0.2993,0.1515
Netherlands,New Zealand,0.6706,0.2458,0.0837
Netherlands,Norway,0.4513,0.3277,0.2211
Netherlands,Panama,0.9274,0.068,0.0046
Netherlands,Paraguay,0.9446,0.0526,0.0027
Netherlands,Portugal,0.5676,0.2924,0.14
Netherlands,Qatar,0.9056,0.0867,0.0077
Netherlands,Saudi Arabia,0.8542,0.128,0.0178
Netherlands,Scotland,0.8558,0.1267,0.0174
Netherlands,Senegal,0.2613,0.3364,0.4022
Netherlands,South Africa,0.842,0.1372,0.0208
Netherlands,South Korea,0.8372,0.1408,0.022
Netherlands,Spain,0.4704,0.3232,0.2064
Netherlands,Sweden,0.6864,0.2374,0.0763
Netherlands,Switzerland,0.5898,0.2835,0.1266
Netherlands,Tunisia,0.8932,0.097,0.0098
Netherlands,Turkey,0.8769,0.1102,0.0129
Netherlands,United States,0.6401,0.261,0.099
Netherlands,Uruguay,0.7602,0.1938,0.0459
Netherlands,Uzbekistan,0.9043,0.0878,0.0079
New Zealand,Algeria,0.3119,0.3411,0.3469
New Zealand,Argentina,0.0299,0.1613,0.8088
New Zealand,Australia,0.5721,0.2906,0.1373
New Zealand,Austria,0.4489,0.3281,0.2231
New Zealand,Belgium,0.1323,0.2873,0.5804
New Zealand,Bosnia and Herzegovina,0.5619,0.2945,0.1436
New Zealand,Brazil,0.0877,0.25,0.6622
New Zealand,Cabo Verde,0.4162,0.3342,0.2495
New Zealand,Canada,0.3024,0.3407,0.357
New Zealand,Colombia,0.4208,0.3335,0.2457
New Zealand,Congo DR,0.5112,0.3119,0.177
New Zealand,Croatia,0.2937,0.3401,0.3663
New Zealand,Curacao,0.689,0.2359,0.0751
New Zealand,Czechia,0.6795,0.241,0.0795
New Zealand,Ecuador,0.5844,0.2857,0.1299
New Zealand,Egypt,0.3722,0.3396,0.2882
New Zealand,England,0.0773,0.2386,0.6841
New Zealand,France,0.0373,0.1776,0.7851
New Zealand,Germany,0.045,0.1922,0.7628
New Zealand,Ghana,0.7324,0.2111,0.0566
New Zealand,Haiti,0.6541,0.2541,0.0918
New Zealand,Iran,0.6259,0.2677,0.1065
New Zealand,Iraq,0.7853,0.1774,0.0373
New Zealand,Japan,0.3206,0.3413,0.3381
New Zealand,Jordan,0.5854,0.2853,0.1293
New Zealand,Mexico,0.2241,0.3284,0.4475
New Zealand,Morocco,0.2104,0.3244,0.4652
New Zealand,Netherlands,0.0837,0.2456,0.6707
New Zealand,Norway,0.1432,0.2943,0.5624
New Zealand,Panama,0.8016,0.1663,0.0321
New Zealand,Paraguay,0.8468,0.1336,0.0196
New Zealand,Portugal,0.2255,0.3288,0.4457
New Zealand,Qatar,0.7467,0.2023,0.051
New Zealand,Saudi Arabia,0.6284,0.2665,0.1051
New Zealand,Scotland,0.632,0.2648,0.1032
New Zealand,Senegal,0.0589,0.2146,0.7265
New Zealand,South Africa,0.6029,0.278,0.1192
New Zealand,South Korea,0.5928,0.2822,0.125
New Zealand,Spain,0.1548,0.301,0.5442
New Zealand,Sweden,0.3485,0.341,0.3105
New Zealand,Switzerland,0.245,0.3333,0.4216
New Zealand,Tunisia,0.7168,0.2202,0.0629
New Zealand,Turkey,0.6787,0.2414,0.0799
New Zealand,United States,0.2947,0.3401,0.3652
New Zealand,Uruguay,0.4534,0.3271,0.2195
New Zealand,Uzbekistan,0.7435,0.2043,0.0522
Norway,Algeria,0.5448,0.3008,0.1544
Norway,Argentina,0.0942,0.2566,0.6492
Norway,Australia,0.759,0.1946,0.0464
Norway,Austria,0.6687,0.2467,0.0846
Norway,Belgium,0.3111,0.3411,0.3477
Norway,Bosnia and Herzegovina,0.7521,0.199,0.049
Norway,Brazil,0.2293,0.3299,0.4409
Norway,Cabo Verde,0.6419,0.2601,0.098
Norway,Canada,0.5349,0.3042,0.1609
Norway,Colombia,0.6457,0.2583,0.096
Norway,Congo DR,0.7163,0.2206,0.0632
Norway,Croatia,0.5257,0.3073,0.167
Norway,Curacao,0.833,0.1439,0.0231
Norway,Czechia,0.8272,0.1481,0.0247
Norway,Ecuador,0.7672,0.1893,0.0434
Norway,Egypt,0.6032,0.2778,0.119
Norway,England,0.2078,0.3237,0.4685
Norway,France,0.1142,0.2741,0.6117
Norway,Germany,0.1339,0.2884,0.5777
Norway,Ghana,0.8583,0.1249,0.0169
Norway,Haiti,0.8118,0.1592,0.029
Norway,Iran,0.7941,0.1714,0.0344
Norway,Iraq,0.888,0.1013,0.0107
Norway,Japan,0.5537,0.2975,0.1488
Norway,Jordan,0.7679,0.1889,0.0432
Norway,Mexico,0.4448,0.329,0.2262
Norway,Morocco,0.427,0.3324,0.2405
Norway,Netherlands,0.2211,0.3276,0.4514
Norway,New Zealand,0.5623,0.2944,0.1433
Norway,Panama,0.897,0.0939,0.0091
Norway,Paraguay,0.9212,0.0733,0.0054
Norway,Portugal,0.4465,0.3286,0.2248
Norway,Qatar,0.8665,0.1185,0.0151
Norway,Saudi Arabia,0.7957,0.1704,0.0339
Norway,Scotland,0.798,0.1688,0.0332
Norway,Senegal,0.1672,0.3075,0.5253
Norway,South Africa,0.7794,0.1814,0.0392
Norway,South Korea,0.7728,0.1857,0.0415
Norway,Spain,0.3476,0.3411,0.3113
Norway,Sweden,0.5811,0.287,0.1319
Norway,Switzerland,0.4706,0.3231,0.2063
Norway,Tunisia,0.8493,0.1317,0.019
Norway,Turkey,0.8268,0.1484,0.0248
Norway,United States,0.5269,0.3068,0.1663
Norway,Uruguay,0.6723,0.2448,0.0829
Norway,Uzbekistan,0.8646,0.1199,0.0155
Panama,Algeria,0.0292,0.1596,0.8112
Panama,Argentina,0.0014,0.0383,0.9603
Panama,Australia,0.1049,0.2664,0.6288
Panama,Austria,0.0586,0.2141,0.7274
Panama,Belgium,0.0082,0.0894,0.9024
Panama,Bosnia and Herzegovina,0.0999,0.2619,0.6382
Panama,Brazil,0.0049,0.0699,0.9252
Panama,Cabo Verde,0.05,0.2008,0.7492
Panama,Canada,0.0277,0.1559,0.8164
Panama,Colombia,0.0511,0.2026,0.7462
Panama,Congo DR,0.0787,0.2402,0.6811
Panama,Croatia,0.0263,0.1526,0.8211
Panama,Curacao,0.184,0.315,0.501
Panama,Czechia,0.1755,0.3113,0.5132
Panama,Ecuador,0.1111,0.2717,0.6172
Panama,Egypt,0.0401,0.1831,0.7767
Panama,England,0.0042,0.065,0.9308
Panama,France,0.0018,0.0432,0.955
Panama,Germany,0.0022,0.0479,0.9499
Panama,Ghana,0.2287,0.3296,0.4416
Panama,Haiti,0.155,0.3012,0.5438
Panama,Iran,0.1353,0.2894,0.5753
Panama,Iraq,0.3016,0.3407,0.3578
Panama,Japan,0.0306,0.1629,0.8065
Panama,Jordan,0.1116,0.2721,0.6163
Panama,Mexico,0.0172,0.1258,0.857
Panama,Morocco,0.0156,0.1206,0.8638
Panama,Netherlands,0.0046,0.068,0.9274
Panama,New Zealand,0.0321,0.1664,0.8016
Panama,Norway,0.0091,0.0939,0.8969
Panama,Paraguay,0.4225,0.3332,0.2444
Panama,Portugal,0.0173,0.1264,0.8563
Panama,Qatar,0.2463,0.3336,0.4201
Panama,Saudi Arabia,0.137,0.2906,0.5724
Panama,Scotland,0.1394,0.2921,0.5686
Panama,Senegal,0.0031,0.0556,0.9413
Panama,South Africa,0.1213,0.2796,0.5991
Panama,South Korea,0.1156,0.2753,0.6091
Panama,Spain,0.0101,0.0986,0.8912
Panama,Sweden,0.0355,0.1738,0.7907
Panama,Switzerland,0.0197,0.1339,0.8464
Panama,Tunisia,0.2114,0.3248,0.4638
Panama,Turkey,0.1748,0.3109,0.5144
Panama,United States,0.0265,0.1529,0.8206
Panama,Uruguay,0.0599,0.216,0.7242
Panama,Uzbekistan,0.2422,0.3327,0.4251
Paraguay,Algeria,0.0178,0.1279,0.8544
Paraguay,Argentina,8e-4,0.0294,0.9697
Paraguay,Australia,0.068,0.2271,0.7049
Paraguay,Austria,0.0367,0.1762,0.7871
Paraguay,Belgium,0.0049,0.0697,0.9254
Paraguay,Bosnia and Herzegovina,0.0646,0.2225,0.7129
Paraguay,Brazil,0.0029,0.0542,0.9429
Paraguay,Cabo Verde,0.0311,0.1641,0.8048
Paraguay,Canada,0.0168,0.1247,0.8585
Paraguay,Colombia,0.0318,0.1658,0.8024
Paraguay,Congo DR,0.0501,0.2009,0.749
Paraguay,Croatia,0.016,0.1218,0.8622
Paraguay,Curacao,0.1256,0.2829,0.5915
Paraguay,Czechia,0.1192,0.2781,0.6027
Paraguay,Ecuador,0.0724,0.2327,0.695
Paraguay,Egypt,0.0247,0.1483,0.827
Paraguay,England,0.0025,0.0503,0.9472
Paraguay,France,0.0011,0.0332,0.9657
Paraguay,Germany,0.0013,0.0369,0.9618
Paraguay,Ghana,0.1604,0.304,0.5356
Paraguay,Haiti,0.104,0.2656,0.6304
Paraguay,Iran,0.0896,0.252,0.6585
Paraguay,Iraq,0.2204,0.3275,0.4521
Paraguay,Japan,0.0187,0.1307,0.8506
Paraguay,Jordan,0.0727,0.2331,0.6942
Paraguay,Mexico,0.0103,0.0994,0.8902
Paraguay,Morocco,0.0094,0.0951,0.8956
Paraguay,Netherlands,0.0027,0.0527,0.9446
Paraguay,New Zealand,0.0196,0.1337,0.8467
Paraguay,Norway,0.0054,0.0734,0.9212
Paraguay,Panama,0.2443,0.3333,0.4224
Paraguay,Portugal,0.0104,0.0999,0.8897
Paraguay,Qatar,0.1745,0.3109,0.5147
Paraguay,Saudi Arabia,0.0908,0.2533,0.656
Paraguay,Scotland,0.0925,0.255,0.6525
Paraguay,Senegal,0.0018,0.0429,0.9553
Paraguay,South Africa,0.0795,0.2412,0.6793
Paraguay,South Korea,0.0755,0.2365,0.688
Paraguay,Spain,0.006,0.0772,0.9168
Paraguay,Sweden,0.0218,0.1401,0.8381
Paraguay,Switzerland,0.0119,0.1061,0.882
Paraguay,Tunisia,0.1468,0.2965,0.5567
Paraguay,Turkey,0.1186,0.2775,0.6038
Paraguay,United States,0.0161,0.1221,0.8618
Paraguay,Uruguay,0.0375,0.178,0.7845
Paraguay,Uzbekistan,0.1712,0.3093,0.5195
Portugal,Algeria,0.4272,0.3324,0.2404
Portugal,Argentina,0.054,0.2072,0.7388
Portugal,Australia,0.6744,0.2437,0.0819
Portugal,Austria,0.5646,0.2935,0.1419
Portugal,Belgium,0.2099,0.3243,0.4659
Portugal,Bosnia and Herzegovina,0.6657,0.2482,0.0861
Portugal,Brazil,0.1461,0.2961,0.5578
Portugal,Cabo Verde,0.5335,0.3047,0.1618
Portugal,Canada,0.4169,0.3341,0.249
Portugal,Colombia,0.5379,0.3032,0.1589
Portugal,Congo DR,0.6215,0.2697,0.1088
Portugal,Croatia,0.4074,0.3356,0.257
Portugal,Curacao,0.77,0.1875,0.0424
Portugal,Czechia,0.7625,0.1924,0.0451
Portugal,Ecuador,0.6848,0.2382,0.077
Portugal,Egypt,0.49,0.318,0.192
Portugal,England,0.1303,0.2861,0.5836
Portugal,France,0.0666,0.2252,0.7082
Portugal,Germany,0.0793,0.2408,0.6799
Portugal,Ghana,0.8038,0.1648,0.0314
Portugal,Haiti,0.7422,0.2051,0.0527
Portugal,Iran,0.7193,0.2188,0.0619
Portugal,Iraq,0.8441,0.1356,0.0203
Portugal,Japan,0.4365,0.3306,0.2329
Portugal,Jordan,0.6856,0.2377,0.0766
Portugal,Mexico,0.3276,0.3414,0.3309
Portugal,Morocco,0.311,0.3411,0.3479
Portugal,Netherlands,0.14,0.2923,0.5677
Portugal,New Zealand,0.4457,0.3288,0.2255
Portugal,Norway,0.2248,0.3286,0.4466
Portugal,Panama,0.8563,0.1263,0.0173
Portugal,Paraguay,0.8898,0.0998,0.0104
Portugal,Qatar,0.8148,0.157,0.0281
Portugal,Saudi Arabia,0.7213,0.2176,0.061
Portugal,Scotland,0.7243,0.2159,0.0598
Portugal,Senegal,0.1017,0.2636,0.6347
Portugal,South Africa,0.7003,0.2297,0.07
Portugal,South Korea,0.6919,0.2343,0.0738
Portugal,Spain,0.2403,0.3323,0.4274
Portugal,Sweden,0.4658,0.3243,0.2099
Portugal,Switzerland,0.3523,0.3409,0.3067
Portugal,Tunisia,0.7918,0.173,0.0352
Portugal,Turkey,0.7618,0.1928,0.0454
Portugal,United States,0.4085,0.3353,0.2561
Portugal,Uruguay,0.5688,0.2919,0.1393
Portugal,Uzbekistan,0.8124,0.1588,0.0289
Qatar,Algeria,0.0466,0.1949,0.7585
Qatar,Argentina,0.0024,0.0494,0.9482
Qatar,Australia,0.1548,0.3011,0.5441
Qatar,Austria,0.0903,0.2526,0.6571
Qatar,Belgium,0.0136,0.113,0.8734
Qatar,Bosnia and Herzegovina,0.1481,0.2973,0.5546
Qatar,Brazil,0.0082,0.0891,0.9028
Qatar,Cabo Verde,0.0778,0.2391,0.6831
Qatar,Canada,0.0442,0.1908,0.765
Qatar,Colombia,0.0794,0.241,0.6795
Qatar,Congo DR,0.1189,0.2778,0.6032
Qatar,Croatia,0.0422,0.1871,0.7708
Qatar,Curacao,0.256,0.3355,0.4085
Qatar,Czechia,0.2456,0.3335,0.4209
Qatar,Ecuador,0.1632,0.3055,0.5313
Qatar,Egypt,0.0631,0.2206,0.7163
Qatar,England,0.007,0.0829,0.91
Qatar,France,0.0031,0.0556,0.9413
Qatar,Germany,0.0038,0.0615,0.9347
Qatar,Ghana,0.3091,0.3411,0.3499
Qatar,Haiti,0.2201,0.3274,0.4525
Qatar,Iran,0.1949,0.3192,0.4858
Qatar,Iraq,0.3906,0.3378,0.2716
Qatar,Japan,0.0487,0.1986,0.7527
Qatar,Jordan,0.1639,0.3058,0.5303
Qatar,Mexico,0.0279,0.1564,0.8157
Qatar,Morocco,0.0254,0.1503,0.8243
Qatar,Netherlands,0.0077,0.0867,0.9056
Qatar,New Zealand,0.051,0.2024,0.7466
Qatar,Norway,0.0151,0.1185,0.8664
Qatar,Panama,0.4201,0.3336,0.2463
Qatar,Paraguay,0.5147,0.3108,0.1745
Qatar,Portugal,0.0281,0.1571,0.8148
Qatar,Saudi Arabia,0.1971,0.3201,0.4828
Qatar,Scotland,0.2002,0.3212,0.4787
Qatar,Senegal,0.0051,0.0713,0.9236
Qatar,South Africa,0.1766,0.3118,0.5115
Qatar,South Korea,0.1692,0.3084,0.5224
Qatar,Spain,0.0167,0.1242,0.8591
Qatar,Sweden,0.0562,0.2105,0.7333
Qatar,Switzerland,0.0318,0.1658,0.8024
Qatar,Tunisia,0.2888,0.3397,0.3715
Qatar,Turkey,0.2447,0.3332,0.4221
Qatar,United States,0.0424,0.1874,0.7702
Qatar,Uruguay,0.0921,0.2545,0.6534
Qatar,Uzbekistan,0.3246,0.3415,0.334
Saudi Arabia,Algeria,0.0968,0.259,0.6442
Saudi Arabia,Argentina,0.0057,0.075,0.9194
Saudi Arabia,Australia,0.2719,0.3378,0.3903
Saudi Arabia,Austria,0.1736,0.3103,0.516
Saudi Arabia,Belgium,0.0307,0.1632,0.8061
Saudi Arabia,Bosnia and Herzegovina,0.2624,0.3364,0.4012
Saudi Arabia,Brazil,0.0188,0.1312,0.85
Saudi Arabia,Cabo Verde,0.1527,0.2998,0.5475
Saudi Arabia,Canada,0.0925,0.2547,0.6528
Saudi Arabia,Colombia,0.1555,0.3014,0.5431
Saudi Arabia,Congo DR,0.2192,0.327,0.4538
Saudi Arabia,Croatia,0.0886,0.2508,0.6606
Saudi Arabia,Curacao,0.4018,0.3364,0.2618
Saudi Arabia,Czechia,0.3896,0.3379,0.2726
Saudi Arabia,Ecuador,0.2837,0.3392,0.3771
Saudi Arabia,Egypt,0.1272,0.2838,0.5891
Saudi Arabia,England,0.0163,0.1227,0.861
Saudi Arabia,France,0.0072,0.084,0.9088
Saudi Arabia,Germany,0.0089,0.0926,0.8986
Saudi Arabia,Ghana,0.4615,0.3252,0.2133
Saudi Arabia,Haiti,0.3585,0.3406,0.3009
Saudi Arabia,Iran,0.3264,0.3414,0.3322
Saudi Arabia,Iraq,0.5446,0.3008,0.1546
Saudi Arabia,Japan,0.1009,0.2627,0.6365
Saudi Arabia,Jordan,0.2846,0.3393,0.3761
Saudi Arabia,Mexico,0.0605,0.2168,0.7227
Saudi Arabia,Morocco,0.0556,0.2096,0.7349
Saudi Arabia,Netherlands,0.0178,0.1279,0.8543
Saudi Arabia,New Zealand,0.1051,0.2665,0.6285
Saudi Arabia,Norway,0.0339,0.1703,0.7958
Saudi Arabia,Panama,0.5726,0.2904,0.137
Saudi Arabia,Paraguay,0.6561,0.253,0.0908
Saudi Arabia,Portugal,0.061,0.2176,0.7214
Saudi Arabia,Qatar,0.4829,0.3199,0.1972
Saudi Arabia,Scotland,0.3332,0.3414,0.3253
Saudi Arabia,Senegal,0.012,0.1065,0.8816
Saudi Arabia,South Africa,0.3021,0.3407,0.3572
Saudi Arabia,South Korea,0.292,0.3399,0.3681
Saudi Arabia,Spain,0.0373,0.1775,0.7851
Saudi Arabia,Sweden,0.1147,0.2744,0.6109
Saudi Arabia,Switzerland,0.0684,0.2276,0.704
Saudi Arabia,Tunisia,0.4393,0.33,0.2307
Saudi Arabia,Turkey,0.3885,0.3379,0.2737
Saudi Arabia,United States,0.089,0.2512,0.6598
Saudi Arabia,Uruguay,0.1767,0.3117,0.5116
Saudi Arabia,Uzbekistan,0.478,0.3212,0.2008
Scotland,Algeria,0.095,0.2573,0.6477
Scotland,Argentina,0.0056,0.0741,0.9203
Scotland,Australia,0.2683,0.3373,0.3944
Scotland,Austria,0.1708,0.309,0.5201
Scotland,Belgium,0.0301,0.1617,0.8083
Scotland,Bosnia and Herzegovina,0.2588,0.3358,0.4053
Scotland,Brazil,0.0184,0.1299,0.8517
Scotland,Cabo Verde,0.1501,0.2984,0.5515
Scotland,Canada,0.0907,0.253,0.6563
Scotland,Colombia,0.1529,0.3,0.5471
Scotland,Congo DR,0.2159,0.3261,0.458
Scotland,Croatia,0.0869,0.2491,0.664
Scotland,Curacao,0.3976,0.337,0.2654
Scotland,Czechia,0.3854,0.3384,0.2762
Scotland,Ecuador,0.28,0.3388,0.3813
Scotland,Egypt,0.125,0.2822,0.5929
Scotland,England,0.0159,0.1215,0.8626
Scotland,France,0.0071,0.0831,0.9098
Scotland,Germany,0.0087,0.0916,0.8998
Scotland,Ghana,0.4573,0.3262,0.2165
Scotland,Haiti,0.3544,0.3408,0.3048
Scotland,Iran,0.3225,0.3414,0.3361
Scotland,Iraq,0.5405,0.3023,0.1572
Scotland,Japan,0.099,0.261,0.64
Scotland,Jordan,0.2809,0.3389,0.3802
Scotland,Mexico,0.0593,0.2151,0.7256
Scotland,Morocco,0.0544,0.2079,0.7377
Scotland,Netherlands,0.0174,0.1266,0.8559
Scotland,New Zealand,0.1031,0.2648,0.632
Scotland,Norway,0.0332,0.1687,0.7981
Scotland,Panama,0.5686,0.2919,0.1394
Scotland,Paraguay,0.6527,0.2548,0.0926
Scotland,Portugal,0.0598,0.2159,0.7243
Scotland,Qatar,0.4787,0.321,0.2002
Scotland,Saudi Arabia,0.3253,0.3415,0.3332
Scotland,Senegal,0.0117,0.1054,0.883
Scotland,South Africa,0.2983,0.3405,0.3613
Scotland,South Korea,0.2882,0.3396,0.3722
Scotland,Spain,0.0366,0.176,0.7875
Scotland,Sweden,0.1126,0.2728,0.6146
Scotland,Switzerland,0.0671,0.2258,0.7071
Scotland,Tunisia,0.4351,0.3309,0.234
Scotland,Turkey,0.3843,0.3384,0.2773
Scotland,United States,0.0873,0.2495,0.6632
Scotland,Uruguay,0.1738,0.3105,0.5157
Scotland,Uzbekistan,0.4738,0.3223,0.2039
Senegal,Algeria,0.7135,0.2222,0.0643
Senegal,Argentina,0.2115,0.3248,0.4638
Senegal,Australia,0.859,0.1243,0.0167
Senegal,Austria,0.801,0.1667,0.0323
Senegal,Belgium,0.5065,0.3133,0.1802
Senegal,Bosnia and Herzegovina,0.8547,0.1276,0.0177
Senegal,Brazil,0.4126,0.3348,0.2525
Senegal,Cabo Verde,0.7829,0.179,0.0381
Senegal,Canada,0.706,0.2265,0.0676
Senegal,Colombia,0.7855,0.1773,0.0372
Senegal,Congo DR,0.8321,0.1445,0.0234
Senegal,Croatia,0.6989,0.2304,0.0707
